From;To;Count
2;2;5
2;3;19
2;4;3
3;2;15
3;3;337
3;4;242
3;5;15
4;2;7
4;3;243
4;4;1414
4;5;323
4;6;8
5;3;10
5;4;328
5;5;1176
5;6;73
6;4;8
6;5;73
6;6;92
