From;To;Count
0;0;16
0;1;13
0;2;42
0;3;31
0;4;3
1;0;15
1;1;14
1;2;57
1;3;30
1;4;1
2;0;38
2;1;55
2;2;266
2;3;245
2;4;18
3;0;32
3;1;33
3;2;247
3;3;504
3;4;66
4;0;4
4;1;2
4;2;11
4;3;72
4;4;40
5;4;1
5;5;1
