From;To;Count
0;0;72
0;1;88
0;2;27
0;3;4
1;0;84
1;1;230
1;2;120
1;3;4
2;0;35
2;1;114
2;2;176
2;3;25
3;1;6
3;2;27
3;3;45
3;4;3
4;3;3
4;4;2
