From;To;Count
0;0;1
0;2;2
0;3;4
0;4;3
1;0;1
1;3;4
2;0;2
2;1;2
2;2;5
2;3;17
2;4;3
2;5;2
3;0;5
3;1;1
3;2;18
3;3;104
3;4;70
3;5;5
4;0;1
4;1;2
4;2;5
4;3;72
4;4;257
4;5;67
4;6;2
5;2;1
5;3;2
5;4;74
5;5;91
5;6;5
6;5;7
6;6;5
