From;To;Count
1;2;1
2;2;3
2;3;20
2;4;9
3;2;22
3;3;279
3;4;147
3;5;13
4;1;1
4;2;5
4;3;153
4;4;499
4;5;94
4;6;1
5;2;1
5;3;9
5;4;99
5;5;270
5;6;22
6;5;23
6;6;9
