From;To;Count
0;0;2
0;1;1
0;2;4
0;3;7
0;4;2
1;0;1
1;1;21
1;2;20
1;3;31
1;4;8
1;5;2
2;0;5
2;1;25
2;2;72
2;3;142
2;4;33
2;5;4
3;0;8
3;1;25
3;2;146
3;3;466
3;4;194
3;5;17
3;6;1
4;1;10
4;2;36
4;3;187
4;4;118
4;5;20
5;1;1
5;2;3
5;3;24
5;4;16
5;5;8
6;3;1
