From;To;Count
0;1;1
0;3;1
0;4;1
1;0;1
1;2;5
1;3;4
1;4;1
2;1;5
2;2;44
2;3;53
2;4;15
2;5;1
3;0;2
3;1;3
3;2;53
3;3;142
3;4;92
3;5;7
4;1;2
4;2;16
4;3;97
4;4;750
4;5;154
4;6;3
5;3;2
5;4;164
5;5;327
5;6;18
6;5;21
6;6;19
