From;To;Count
0;0;17
0;1;19
0;2;19
0;3;3
1;0;16
1;1;57
1;2;77
1;3;11
1;4;1
2;0;17
2;1;72
2;2;238
2;3;135
2;4;11
2;5;1
3;0;7
3;1;13
3;2;134
3;3;519
3;4;119
3;5;2
4;0;1
4;1;1
4;2;6
4;3;127
4;4;210
4;5;22
5;4;26
5;5;58
