From;To;Count
0;0;5
0;1;7
0;2;10
0;3;3
0;4;1
1;0;6
1;1;9
1;2;10
1;3;5
2;0;9
2;1;10
2;2;76
2;3;36
2;4;4
3;0;6
3;1;4
3;2;36
3;3;201
3;4;112
3;5;13
4;2;3
4;3;126
4;4;578
4;5;131
5;4;143
5;5;175
5;6;8
6;5;8
6;6;1
