From;To;Count
0;2;6
0;3;3
1;1;5
1;2;11
1;3;17
1;4;3
2;0;3
2;1;14
2;2;86
2;3;126
2;4;16
2;5;2
3;0;6
3;1;16
3;2;124
3;3;605
3;4;192
3;5;8
4;2;19
4;3;195
4;4;275
4;5;19
5;1;1
5;2;1
5;3;6
5;4;22
5;5;4
6;5;1
6;6;1
