From;To;Count
0;0;13
0;1;14
0;2;28
0;3;20
0;4;2
1;0;19
1;1;38
1;2;69
1;3;47
1;4;5
1;5;1
2;0;22
2;1;73
2;2;265
2;3;201
2;4;26
2;5;6
3;0;17
3;1;50
3;2;203
3;3;550
3;4;78
3;5;5
4;0;3
4;1;4
4;2;26
4;3;80
4;4;40
4;5;1
5;0;3
5;2;2
5;3;6
5;4;3
5;5;1
