From;To;Count
0;0;4
0;1;10
0;2;13
0;3;8
0;4;1
1;0;8
1;1;43
1;2;86
1;3;36
1;4;13
1;5;2
2;0;17
2;1;83
2;2;283
2;3;132
2;4;38
2;5;8
2;6;2
3;0;5
3;1;37
3;2;130
3;3;272
3;4;94
3;5;6
4;0;2
4;1;13
4;2;45
4;3;82
4;4;94
4;5;14
5;1;2
5;2;6
5;3;14
5;4;10
5;5;3
6;1;1
6;5;2
6;6;1
