From;To;Count
0;0;57
0;1;22
0;2;21
0;3;9
0;4;3
0;5;1
1;0;25
1;1;41
1;2;15
1;3;15
1;4;5
2;0;17
2;1;23
2;2;50
2;3;26
2;4;10
2;5;2
3;0;9
3;1;12
3;2;34
3;3;40
3;4;5
3;5;1
4;0;4
4;1;3
4;2;6
4;3;10
4;4;5
4;5;1
5;0;1
5;2;3
5;3;1
5;5;1
