From;To;Count
0;0;38
0;1;4
0;2;20
0;3;23
0;4;1
1;0;8
1;1;21
1;2;28
1;3;26
2;0;25
2;1;28
2;2;81
2;3;90
2;4;8
3;0;14
3;1;30
3;2;95
3;3;218
3;4;35
3;5;2
4;0;1
4;2;9
4;3;36
4;4;24
4;5;1
5;3;1
5;4;2
