From;To;Count
0;0;4
0;1;4
0;2;15
0;3;10
0;4;5
1;0;4
1;1;15
1;2;26
1;3;16
1;4;10
1;5;3
2;0;15
2;1;31
2;2;82
2;3;112
2;4;20
2;5;4
3;0;13
3;1;17
3;2;109
3;3;290
3;4;84
3;5;11
4;0;2
4;1;5
4;2;28
4;3;87
4;4;71
4;5;6
5;1;2
5;2;4
5;3;9
5;4;10
5;5;6
