From;To;Count
0;0;2
0;1;10
0;2;9
0;3;3
1;0;8
1;1;53
1;2;82
1;3;31
1;4;6
2;0;9
2;1;76
2;2;173
2;3;88
2;4;20
3;0;5
3;1;34
3;2;83
3;3;65
3;4;7
4;1;7
4;2;19
4;3;8
4;4;8
