From;To;Count
0;0;20
0;2;7
0;3;6
1;0;3
1;1;3
1;2;9
1;3;4
1;4;3
2;0;2
2;1;10
2;2;13
2;3;13
2;4;7
3;0;7
3;1;5
3;2;12
3;3;32
3;4;9
4;0;1
4;1;4
4;2;4
4;3;10
4;4;12
