From;To;Count
0;0;1
0;3;3
0;4;3
1;2;4
1;3;7
1;4;8
2;0;1
2;1;4
2;2;11
2;3;37
2;4;26
3;0;1
3;1;9
3;2;43
3;3;304
3;4;349
3;5;15
4;0;4
4;1;6
4;2;21
4;3;360
4;4;2067
4;5;286
4;6;1
5;3;11
5;4;292
5;5;320
5;6;3
6;5;4
