From;To;Count
0;0;112
0;1;97
0;2;140
0;3;28
0;4;3
1;0;99
1;1;677
1;2;334
1;3;50
1;4;6
1;5;1
2;0;144
2;1;342
2;2;891
2;3;290
2;4;25
2;5;1
3;0;23
3;1;47
3;2;297
3;3;786
3;4;150
3;5;1
4;0;2
4;1;4
4;2;31
4;3;150
4;4;200
5;2;1
5;4;2
