From;To;Count
0;1;5
0;2;11
0;3;4
0;4;3
1;0;2
1;1;18
1;2;54
1;3;34
1;4;15
2;0;15
2;1;52
2;2;324
2;3;285
2;4;76
2;5;3
3;0;6
3;1;36
3;2;269
3;3;649
3;4;223
3;5;7
4;1;11
4;2;94
4;3;207
4;4;175
4;5;13
5;1;1
5;2;3
5;3;11
5;4;9
5;5;2
